EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM875,30,26-35,No,Travel_Rarely,853.0,Research & Development,7.0,4.0,Life Sciences,1.0,1224.0,3.0,Male,49.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3491.0,Upto 5k,11309.0,1.0,Y,No,13.0,3.0,1.0,80.0,3.0,10.0,4,2.0,10.0,7,8.0,9.0
RM887,30,26-35,No,Travel_Rarely,1465.0,Research & Development,1.0,3.0,Medical,1.0,1241.0,4.0,Male,63.0,3.0,1.0,Research Scientist,2.0,Married,3579.0,Upto 5k,9369.0,0.0,Y,Yes,21.0,4.0,1.0,80.0,1.0,12.0,2,3.0,11.0,9,5.0,7.0
RM932,30,26-35,No,Non-Travel,879.0,Research & Development,9.0,2.0,Medical,1.0,1298.0,3.0,Female,72.0,3.0,2.0,Manufacturing Director,3.0,Single,4695.0,Upto 5k,12858.0,7.0,Y,Yes,18.0,3.0,3.0,80.0,0.0,10.0,3,3.0,8.0,4,1.0,7.0
RM942,30,26-35,No,Travel_Rarely,1138.0,Research & Development,6.0,3.0,Technical Degree,1.0,1311.0,1.0,Female,48.0,2.0,2.0,Laboratory Technician,4.0,Married,4627.0,Upto 5k,23631.0,0.0,Y,No,12.0,3.0,1.0,80.0,1.0,10.0,6,3.0,9.0,2,6.0,7.0
RM949,30,26-35,No,Travel_Rarely,634.0,Research & Development,17.0,4.0,Medical,1.0,1321.0,2.0,Female,95.0,3.0,3.0,Manager,1.0,Married,11916.0,10k-15k,25927.0,1.0,Y,Yes,23.0,4.0,4.0,80.0,2.0,9.0,2,3.0,9.0,1,0.0,8.0
RM1014,30,26-35,No,Travel_Rarely,855.0,Sales,7.0,4.0,Marketing,1.0,1428.0,4.0,Female,73.0,3.0,2.0,Sales Executive,1.0,Divorced,4779.0,Upto 5k,12761.0,7.0,Y,No,14.0,3.0,2.0,80.0,2.0,8.0,3,3.0,3.0,2,0.0,2.0
RM1050,30,26-35,No,Travel_Rarely,1358.0,Sales,16.0,1.0,Life Sciences,1.0,1479.0,4.0,Male,96.0,3.0,2.0,Sales Executive,3.0,Married,5301.0,5k-10k,2939.0,8.0,Y,No,15.0,3.0,3.0,80.0,2.0,4.0,2,2.0,2.0,1,2.0,2.0
RM1053,30,26-35,No,Non-Travel,990.0,Research & Development,7.0,3.0,Technical Degree,1.0,1482.0,3.0,Male,64.0,3.0,1.0,Research Scientist,3.0,Divorced,1274.0,Upto 5k,7152.0,1.0,Y,No,13.0,3.0,2.0,80.0,2.0,1.0,2,2.0,1.0,0,0.0,0.0
RM1065,30,26-35,No,Travel_Rarely,330.0,Human Resources,1.0,3.0,Life Sciences,1.0,1499.0,3.0,Male,46.0,3.0,1.0,Human Resources,3.0,Divorced,2064.0,Upto 5k,15428.0,0.0,Y,No,21.0,4.0,1.0,80.0,1.0,6.0,3,4.0,5.0,3,1.0,3.0
RM1107,-30,26-35,Yes,Travel_Rarely,740.0,Sales,1.0,3.0,Life Sciences,1.0,1562.0,2.0,Male,64.0,2.0,2.0,Sales Executive,1.0,Married,9714.0,5k-10k,5323.0,1.0,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,4,3.0,10.0,8,6.0,7.0
RM1110,30,26-35,No,Travel_Rarely,1288.0,Sales,29.0,4.0,Technical Degree,1.0,1568.0,3.0,Male,33.0,3.0,3.0,Sales Executive,2.0,Married,9250.0,5k-10k,17799.0,3.0,Y,No,12.0,3.1536899119837507,2.0,80.0,1.0,9.0,3,3.0,4.0,2,1.0,3.0
RM1142,30,26-35,No,Travel_Rarely,241.0,Research & Development,7.0,3.0,Medical,1.0,1609.0,2.0,Male,48.0,2.0,1.0,Research Scientist,2.0,Married,2141.0,Upto 5k,5348.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,6.0,3,2.0,6.0,4,1.0,1.0
RM1234,30,26-35,No,Travel_Rarely,793.0,Research & Development,16.0,1.0,Life Sciences,1.0,1729.0,2.0,Male,33.0,3.0,1.0,Research Scientist,4.0,Married,2862.0,Upto 5k,3811.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,10.0,2,2.0,10.0,0,0.0,8.0
RM1254,30,26-35,No,Travel_Frequently,1312.0,Research & Development,2.0,4.0,Technical Degree,1.0,1745.0,4.0,Female,78.0,2.0,1.0,Research Scientist,1.0,Single,4968.0,Upto 5k,26427.0,0.0,Y,No,16.0,3.0,4.0,80.0,0.0,10.0,2,3.0,9.0,7,0.0,7.0
RM1247,30,26-35,Yes,Travel_Frequently,600.0,Human Resources,8.0,3.0,Human Resources,1.0,1747.0,3.0,Female,66.0,2.0,1.0,Human Resources,4.0,Divorced,2180.0,Upto 5k,9732.0,6.0,Y,No,11.0,3.0,3.0,80.0,1.0,6.0,0,2.0,4.0,2,1.0,2.0
RM1252,30,26-35,No,Travel_Rarely,979.0,Sales,15.0,2.0,Marketing,1.0,1754.0,3.0,Male,94.0,2.0,3.0,Sales Executive,1.0,Divorced,7140.0,5k-10k,3088.0,2.0,Y,No,11.0,3.0,1.0,80.0,1.0,12.0,2,3.0,7.0,7,1.0,7.0
RM1260,30,26-35,No,Travel_Rarely,305.0,Research & Development,16.0,3.0,Life Sciences,1.0,1763.0,3.0,Male,58.0,4.0,2.0658967391304346,Healthcare Representative,3.0,Married,5294.0,5k-10k,9128.0,3.0,Y,No,16.0,3.0,3.0,80.0,1.0,10.0,3,3.0,7.0,0,1.0,7.0
RM1297,30,26-35,No,Travel_Rarely,1092.0,Research & Development,10.0,3.0,Medical,1.0,1816.0,1.0,Female,64.0,3.0,3.0,Manufacturing Director,3.0,Single,9667.0,5k-10k,2739.0,9.0,Y,No,14.0,3.0,2.0,80.0,0.0,9.0,3,3.0,7.0,7,0.0,2.0
RM1339,30,26-35,Yes,Unknown,945.0,Sales,9.0,3.0,Medical,1.0,1876.0,2.0,Male,89.0,3.0,1.0,Sales Representative,4.0,Single,1081.0,Upto 5k,16019.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,1.0,3,2.0,1.0,0,0.0,0.0
RM1413,30,26-35,No,Travel_Rarely,911.0,Research & Development,1.0,2.0,Medical,1.0,1989.0,4.0,Male,76.0,3.0,1.0,Laboratory Technician,2.0,Married,3748.0,Upto 5k,4077.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,12.0,6,2.0,12.0,8,1.0,7.0
RM013,31,26-35,No,Travel_Rarely,670.0,Research & Development,26.0,1.0,Life Sciences,1.0,16.0,1.0,Male,31.0,3.0,1.0,Research Scientist,3.0,Divorced,2911.0,Upto 5k,15170.0,1.0,Y,No,17.0,3.0,4.0,80.0,1.0,5.0,1,2.0,5.0,2,4.0,3.0
RM059,31,26-35,No,Travel_Rarely,655.0,Research & Development,7.0,4.0,Life Sciences,1.0,76.0,4.0,Male,48.0,3.0,2.0,Laboratory Technician,4.0,Divorced,5915.0,5k-10k,9528.0,3.0,Y,No,22.0,4.0,4.0,80.0,1.0,10.0,3,2.0,7.0,7,1.0,7.0
RM073,31,26-35,No,Travel_Rarely,1082.0,Research & Development,1.0,4.0,Medical,1.0,95.0,3.0,Male,87.0,3.0,1.0,Research Scientist,2.0,Single,2501.0,Upto 5k,18775.0,1.0,Y,No,17.0,3.0,2.0,80.0,0.0,1.0,4,3.0,1.0,1,1.0,4.112050739957716
RM076,31,26-35,No,Travel_Rarely,746.0,Research & Development,8.0,4.0,Life Sciences,1.0,98.0,3.0,Female,61.0,3.0,2.0,Manufacturing Director,4.0,Single,4424.0,Upto 5k,20682.0,1.0,Y,No,23.0,4.0,4.0,80.0,0.0,11.0,2,3.0,11.0,7,1.0,4.112050739957716
RM125,31,26-35,Yes,Travel_Rarely,249.0,Sales,6.0,4.0,Life Sciences,1.0,163.0,2.0,Male,76.0,1.0,2.0,Sales Executive,3.0,Married,6172.0,5k-10k,20739.0,4.0,Y,Yes,18.0,3.0,2.0,80.0,0.0,12.0,3,2.0,7.0,7,7.0,7.0
RM133,31,26-35,Yes,Travel_Rarely,542.0,Sales,20.0,3.0,Life Sciences,1.0,175.0,2.0,Female,71.0,1.0,2.0,Sales Executive,3.0,Married,4559.0,Upto 5k,24788.0,3.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,4.0,2,3.0,2.0,2,2.0,2.0
RM181,31,26-35,No,Travel_Rarely,140.0,Research & Development,12.0,1.0,Medical,1.0,246.0,3.0,Female,95.0,3.0,1.0,Research Scientist,4.0,Married,3929.0,Upto 5k,6984.0,8.0,Y,Yes,23.0,4.0,3.0,80.0,1.0,7.0,0,3.0,4.0,2,0.0,2.0
RM225,31,26-35,No,Non-Travel,979.0,Research & Development,1.0,4.0,Medical,1.0,308.0,3.0,Male,90.0,1.0,2.0,Manufacturing Director,3.0,Married,4345.0,Upto 5k,4381.0,0.0,Y,No,12.0,3.0,4.0,80.0,1.0,6.0,2,3.0,5.0,4,1.0,4.0
RM246,31,26-35,No,Travel_Frequently,1327.0,Research & Development,3.0,4.0,Medical,1.0,337.0,2.0,Male,73.0,3.0,3.0,Research Director,3.0,Divorced,13675.0,10k-15k,13523.0,9.0,Y,No,12.0,3.0,1.0,80.0,1.0,9.0,3,3.0,2.0,2,2.0,2.0
RM260,31,26-35,Yes,Travel_Frequently,307.0,Research & Development,29.0,2.0,Medical,1.0,355.0,3.0,Male,71.0,2.0,1.0,Laboratory Technician,2.0,Single,3479.0,Upto 5k,11652.0,0.0,Y,No,11.0,3.0,2.0,80.0,0.0,6.0,2,4.0,5.0,4,1.0,4.0
RM267,31,26-35,No,Travel_Rarely,1463.0,Research & Development,23.0,3.0,Medical,1.0,367.0,2.0,Male,64.0,2.0,2.0,Healthcare Representative,4.0,Married,5582.0,5k-10k,14408.0,0.0,Y,No,21.0,4.0,2.0,80.0,1.0,10.0,2,3.0,9.0,0,7.0,8.0
RM293,31,26-35,No,Travel_Frequently,444.0,Sales,5.0,3.0,Marketing,1.0,399.0,4.0,Female,84.0,3.0,1.0,Sales Representative,2.0,Divorced,2789.0,Upto 5k,3909.0,1.0,Y,No,11.0,3.0,3.0,80.0,1.0,2.0,5,2.0,2.0,2,2.0,2.0
RM304,31,26-35,No,Travel_Rarely,218.0,Sales,7.0,3.0,Technical Degree,1.0,416.0,2.0,Male,100.0,4.0,2.0658967391304346,Sales Executive,4.0,Married,6929.0,5k-10k,12241.0,4.0,Y,No,11.0,3.0,2.0,80.0,1.0,10.0,3,2.0,8.0,7,7.0,7.0
RM310,31,26-35,No,Travel_Rarely,691.0,Research & Development,5.0,4.0,Technical Degree,1.0,423.0,3.0,Male,86.0,3.0,1.0,Research Scientist,4.0,Married,4821.0,Upto 5k,10077.0,0.0,Y,Yes,12.0,3.0,3.0,80.0,1.0,6.0,4,3.0,5.0,2,0.0,3.0
RM311,31,26-35,No,Travel_Rarely,106.0,Human Resources,2.0,3.0,Human Resources,1.0,424.0,1.0,Male,62.0,2.0,2.0,Human Resources,1.0,Married,6410.0,5k-10k,17822.0,3.0,Y,No,12.0,3.0,4.0,80.0,0.0,9.0,1,3.0,2.0,2,1.0,0.0
RM313,31,26-35,No,Travel_Rarely,192.0,Research & Development,2.0,4.0,Life Sciences,1.0,426.0,3.0,Male,32.0,3.0,1.0,Research Scientist,4.0,Divorced,2695.0,Upto 5k,7747.0,0.0,Y,Yes,18.0,3.0,2.0,80.0,1.0,3.0,2,1.0,2.0,2,2.0,2.0
RM322,31,26-35,No,Travel_Rarely,691.0,Sales,7.0,3.0,Marketing,1.0,438.0,4.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Divorced,7547.0,5k-10k,7143.0,4.0,Y,No,12.0,3.0,4.0,80.0,3.0,13.0,3,3.0,7.0,7,1.0,7.0
RM326,31,26-35,No,Travel_Frequently,798.0,Research & Development,7.0,2.0,Life Sciences,1.0,442.0,3.0,Female,48.0,2.0,3.0,Manufacturing Director,3.0,Married,8943.0,5k-10k,14034.0,1.0,Y,No,24.0,4.0,1.0,80.0,1.0,10.0,2,3.0,10.0,9,8.0,9.0
RM343,31,26-35,No,Travel_Rarely,1232.0,Research & Development,7.0,4.0,Medical,1.0,462.0,3.0,Female,39.0,3.0,3.0,Manufacturing Director,4.0,Single,7143.0,5k-10k,25713.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,0.0,11.0,2,2.0,11.0,9,4.0,10.0
RM370,31,26-35,No,Travel_Rarely,408.0,Research & Development,9.0,4.0,Life Sciences,1.0,493.0,3.0,Male,42.0,2.0,1.0,Research Scientist,2.0,Single,2657.0,Upto 5k,7551.0,0.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,3.0,5,3.0,2.0,2,2.0,2.0
RM395,31,26-35,No,Travel_Rarely,480.0,Research & Development,7.0,2.0,Medical,1.0,524.0,2.0,Female,31.0,3.0,2.0,Manufacturing Director,1.0,Married,4306.0,Upto 5k,4156.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,13.0,5,1.0,13.0,10,3.0,12.0
RM400,31,26-35,No,Travel_Rarely,329.0,Research & Development,1.0,2.0,Life Sciences,1.0,530.0,4.0,Male,98.0,2.0,1.0,Laboratory Technician,1.0,Married,2218.0,Upto 5k,16193.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,4.0,3,3.0,4.0,2,3.0,2.0
RM435,-31,26-35,No,Travel_Rarely,1274.0,Research & Development,9.0,1.0,Life Sciences,1.0,581.0,3.0,Male,33.0,3.0,3.0,Manufacturing Director,2.0,Divorced,10648.0,10k-15k,14394.0,1.0,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6,4.0,13.0,8,0.0,8.0
RM440,31,26-35,Yes,Travel_Frequently,534.0,Research & Development,20.0,3.0,Life Sciences,1.0,587.0,1.0,Male,66.0,3.0,3.0,Healthcare Representative,3.0,Married,9824.0,5k-10k,22908.0,3.0,Y,No,12.0,3.0,1.0,80.0,0.0,12.0,2,3.0,1.0,0,0.0,0.0
RM451,31,26-35,No,Travel_Rarely,828.0,Sales,2.0,1.0,Life Sciences,1.0,604.0,2.0,Male,77.0,3.0,2.0,Sales Executive,4.0,Single,6582.0,5k-10k,8346.0,4.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,10.0,2,4.0,6.0,5,0.0,5.0
RM457,31,26-35,No,Travel_Rarely,688.0,Sales,7.0,3.0,Life Sciences,1.0,613.0,3.0,Male,44.0,2.0,3.0,Manager,4.0,Divorced,11557.0,10k-15k,25291.0,9.0,Y,No,21.0,4.0,3.0,80.0,1.0,10.0,3,2.0,5.0,4,0.0,1.0
RM483,31,26-35,Yes,Travel_Rarely,1365.0,Sales,13.0,4.0,Medical,1.0,650.0,2.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Divorced,4233.0,Upto 5k,11512.0,2.0,Y,No,17.0,3.0,3.0,80.0,0.0,9.0,2,1.0,3.0,1,1.0,2.0
RM485,31,26-35,No,Travel_Rarely,525.0,Sales,6.0,4.0,Medical,1.0,653.0,1.0,Male,66.0,4.0,2.0,Sales Executive,4.0,Divorced,5460.0,5k-10k,6219.0,4.0,Y,No,22.0,4.0,4.0,80.0,2.0,13.0,4,4.0,7.0,7,5.0,7.0
RM645,31,26-35,No,Travel_Rarely,1222.0,Research & Development,11.0,4.0,Life Sciences,1.0,895.0,4.0,Male,48.0,3.0,1.0,Research Scientist,4.0,Married,2356.0,Upto 5k,14871.0,3.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,8.0,2,3.0,6.0,4,0.0,2.0
RM676,31,26-35,No,Travel_Rarely,154.0,Sales,7.0,4.0,Life Sciences,1.0,941.0,2.0,Male,41.0,2.0,1.0,Sales Representative,3.0,Married,2329.0,Upto 5k,11737.0,3.0,Y,No,15.0,3.0,2.0,80.0,0.0,13.0,2,4.0,7.0,7,5.0,2.0
RM680,31,26-35,No,Non-Travel,1188.0,Sales,20.0,2.0,Marketing,1.0,947.0,4.0,Female,45.0,3.0,2.0,Sales Executive,3.0,Married,6932.0,5k-10k,24406.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,9.0,2,2.0,9.0,8,0.0,0.0
RM691,31,26-35,No,Travel_Rarely,616.0,Research & Development,12.0,3.0,Medical,1.0,961.0,4.0,Female,41.0,3.0,2.0,Healthcare Representative,4.0,Married,5855.0,5k-10k,17369.0,0.0,Y,Yes,11.0,3.0,3.0,80.0,2.0,10.0,2,1.0,9.0,7,8.0,5.0
RM710,31,26-35,Yes,Non-Travel,335.0,Research & Development,9.0,2.0,Medical,1.0,991.0,3.0,Male,46.0,2.0,1.0,Research Scientist,1.0,Single,2321.0,Upto 5k,10322.0,0.0,Y,Yes,22.0,4.0,1.0,80.0,0.0,4.0,0,3.0,3.0,2,1.0,2.0
RM727,31,26-35,No,Travel_Frequently,853.0,Research & Development,1.0,1.0,Life Sciences,1.0,1011.0,3.0,Female,96.0,3.0,2.0,Manufacturing Director,1.0,Married,4148.0,Upto 5k,11275.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,4.0,1,3.0,4.0,3,0.0,3.0
RM819,31,26-35,No,Travel_Frequently,793.0,Sales,20.0,3.0,Life Sciences,1.0,1135.0,3.0,Male,67.0,4.0,1.0,Sales Representative,4.0,Married,2791.0,Upto 5k,21981.0,0.0,Y,No,12.0,3.0,1.0,80.0,1.0,3.0,4,3.0,2.0,2,2.0,2.0
RM832,31,26-35,Yes,Travel_Frequently,874.0,Research & Development,15.0,3.0,Medical,1.0,1160.0,3.0,Male,72.0,3.0,1.0,Laboratory Technician,3.0,Married,2610.0,Upto 5k,6233.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,2.0,5,2.0,2.0,2,2.0,2.0
RM896,31,26-35,No,Travel_Rarely,1332.0,Research & Development,11.0,2.0,Medical,1.0,1251.0,3.0,Male,80.0,3.0,2.0,Healthcare Representative,1.0,Married,6833.0,5k-10k,17089.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,6.0,2,2.0,6.0,5,0.0,1.0
RM897,31,26-35,No,Travel_Rarely,1062.0,Research & Development,24.0,3.0,Medical,1.0,1252.0,3.0,Female,96.0,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,5k-10k,17198.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,10.0,2,3.0,10.0,9,1.0,8.0
RM951,31,26-35,No,Non-Travel,587.0,Sales,2.0,4.0,Life Sciences,1.0,1324.0,4.0,Female,57.0,3.0,3.0,Sales Executive,3.0,Divorced,9852.0,5k-10k,8935.0,1.0,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5,2.0,10.0,8,9.0,6.0
RM953,31,26-35,Yes,Travel_Frequently,1060.0,Sales,1.0,3.0,Life Sciences,1.0,1331.0,4.0,Female,54.0,3.0,1.0,Sales Representative,2.0,Single,2302.0,Upto 5k,8319.0,1.0,Y,Yes,11.0,3.0,1.0,80.0,0.0,3.0,2,4.0,3.0,2,2.0,2.0
RM981,31,26-35,Yes,Travel_Frequently,703.0,Sales,2.0,3.0,Life Sciences,1.0,1379.0,3.0,Female,90.0,2.0,1.0,Sales Representative,4.0,Single,2785.0,Upto 5k,11882.0,7.0,Y,No,14.0,3.0,3.0,80.0,0.0,3.0,3,4.0,1.0,0,0.0,0.0
RM986,31,26-35,Yes,Travel_Rarely,330.0,Research & Development,22.0,4.0,Medical,1.0,1389.0,4.0,Male,98.0,3.0,2.0,Manufacturing Director,3.0,Married,6179.0,5k-10k,21057.0,1.0,Y,Yes,15.0,3.0,4.0,80.0,2.0,10.0,3,2.0,10.0,2,6.0,7.0
RM1013,31,26-35,Yes,Travel_Frequently,667.0,Sales,1.0,4.0,Life Sciences,1.0,1427.0,2.0,Female,50.0,1.0,1.0,Sales Representative,3.0,Single,1359.0,Upto 5k,16154.0,1.0,Y,No,12.0,3.0,2.0,80.0,0.0,1.0,3,3.0,1.0,0,0.0,0.0
RM1015,-31,26-35,No,Travel_Rarely,182.0,Research & Development,8.0,5.0,Life Sciences,1.0,1430.0,1.0,Female,93.0,3.0,4.0,Research Director,2.0,Single,16422.0,15k+,8847.0,3.0,Y,No,11.0,3.0,3.0,80.0,0.0,9.0,3,4.0,3.0,2,1.0,0.0
RM1017,31,26-35,Yes,Travel_Rarely,202.0,Research & Development,8.0,3.0,Life Sciences,1.0,1433.0,1.0,Female,34.0,2.0,1.0,Research Scientist,2.0,Single,1261.0,Upto 5k,22262.0,1.0,Y,No,12.0,3.0,3.0,80.0,0.0,1.0,3,4.0,1.0,0,0.0,0.0
RM1031,31,26-35,No,Travel_Rarely,326.0,Sales,8.0,2.0,Life Sciences,1.0,1453.0,1.0,Male,31.0,3.0,3.0,Sales Executive,4.0,Divorced,10793.0,10k-15k,8386.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,13.0,5,3.0,13.0,7,9.0,9.0
RM1034,31,26-35,Yes,Travel_Frequently,1445.0,Research & Development,1.0,5.0,Life Sciences,1.0,1459.0,3.0,Female,100.0,4.0,3.0,Manufacturing Director,2.0,Single,7446.0,5k-10k,8931.0,1.0,Y,No,11.0,3.0,1.0,80.0,0.0,10.0,2,3.0,10.0,8,4.0,7.0
RM1036,31,26-35,No,Travel_Rarely,1398.0,Human Resources,8.0,2.0,Medical,1.0,1461.0,4.0,Female,96.0,4.0,1.0,Human Resources,2.0,Single,2109.0,Upto 5k,24609.0,9.0,Y,No,18.0,3.0,4.0,80.0,0.0,8.0,3,3.0,3.0,2,0.0,2.0
RM1037,31,26-35,Yes,Travel_Frequently,523.0,Research & Development,2.0,3.0,Life Sciences,1.0,1464.0,2.0,Male,94.0,3.0,1.0,Laboratory Technician,4.0,Married,3722.0,Upto 5k,21081.0,6.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,7.0,2,1.0,2.0,2,2.0,2.0
RM1086,31,26-35,Yes,Travel_Frequently,561.0,Research & Development,3.0,3.0,Life Sciences,1.0,1537.0,4.0,Female,33.0,3.0,1.0,Research Scientist,3.0,Single,4084.0,Upto 5k,4156.0,1.0,Y,No,12.0,3.0,1.0,80.0,0.0,7.0,2,1.0,7.0,2,7.0,7.0
RM1145,31,26-35,No,Travel_Frequently,715.0,Sales,2.0,4.0,Other,1.0,1613.0,4.0,Male,54.0,3.0,2.0,Sales Executive,1.0,Single,5332.0,5k-10k,21602.0,7.0,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,3,3.0,5.0,2,0.0,3.0
RM1192,31,26-35,No,Travel_Rarely,1112.0,Sales,5.0,4.0,Life Sciences,1.0,1673.0,1.0,Female,67.0,3.0,2.0,Sales Executive,4.0,Married,5476.0,5k-10k,22589.0,1.0,Y,No,11.0,3.0,1.0,80.0,2.0,10.0,2,3.0,10.0,0,0.0,2.0
RM1228,31,26-35,No,Travel_Rarely,741.0,Research & Development,2.0,4.0,Life Sciences,1.0,1721.0,2.0,Male,69.0,3.0,1.0,Laboratory Technician,3.0,Married,3477.0,Upto 5k,18103.0,1.0,Y,No,14.0,3.0,4.0,80.0,1.0,6.0,2,4.0,5.0,2,0.0,3.0
RM1240,31,26-35,No,Travel_Frequently,163.0,Research & Development,24.0,1.0,Technical Degree,1.0,1736.0,4.0,Female,30.0,3.0,2.0,Manufacturing Director,4.0,Single,5238.0,5k-10k,6670.0,2.0,Y,No,20.0,4.0,4.0,80.0,0.0,9.0,3,2.0,5.0,4,1.0,4.0
RM1248,31,26-35,No,Travel_Rarely,1003.0,Sales,5.0,3.0,Technical Degree,1.0,1749.0,1.0,Male,51.0,3.0,2.0,Sales Executive,3.0,Married,8346.0,5k-10k,20943.0,1.0,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,3,3.0,5.0,2,0.0,2.0
RM1258,31,26-35,Yes,Travel_Rarely,1079.0,Sales,16.0,4.0,Marketing,1.0,1761.0,1.0,Male,70.0,3.0,3.0,Sales Executive,3.0,Married,8161.0,5k-10k,19002.0,2.0,Y,No,13.0,3.0,1.0,80.0,3.0,10.0,2,3.0,1.0,0,0.0,0.0
RM1275,31,26-35,No,Travel_Rarely,196.0,Sales,29.0,4.0,Marketing,1.0,1784.0,1.0,Female,91.0,2.0,2.0,Sales Executive,4.0,Married,5468.0,5k-10k,13402.0,1.0,Y,No,14.0,3.0,1.0,80.0,2.0,13.0,3,3.0,12.0,7,5.0,7.0
RM1307,31,26-35,No,Travel_Frequently,1125.0,Sales,7.0,4.0,Marketing,1.0,1833.0,1.0,Female,68.0,3.0,3.0,Sales Executive,1.0,Married,9637.0,5k-10k,8277.0,2.0,Y,No,14.0,3.0,4.0,80.0,2.0,9.0,3,3.0,3.0,2,2.0,2.0
RM1313,31,26-35,Yes,Travel_Rarely,359.0,Human Resources,18.0,5.0,Human Resources,1.0,1842.0,4.0,Male,89.0,4.0,1.0,Human Resources,1.0,Married,2956.0,Upto 5k,21495.0,0.0,Y,No,17.0,3.0,3.0,80.0,0.0,2.0,4,3.0,1.0,0,0.0,0.0
RM1342,31,26-35,No,Travel_Rarely,311.0,Research & Development,20.0,3.0,Life Sciences,1.0,1881.0,2.0,Male,89.0,3.0,2.0,Laboratory Technician,3.0,Divorced,4197.0,Upto 5k,18624.0,1.0,Y,No,11.0,3.0,1.0,80.0,1.0,10.0,2,3.0,10.0,8,0.0,2.0
RM1359,31,26-35,No,Travel_Rarely,1079.0,Sales,10.0,2.0,Medical,1.0,1912.0,3.0,Female,86.0,3.0,2.0,Sales Executive,4.0,Divorced,6583.0,5k-10k,20115.0,2.0,Y,Yes,11.0,3.0,4.0,80.0,1.0,8.0,2,3.0,5.0,2,1.0,4.0
RM1361,31,26-35,No,Travel_Rarely,471.0,Research & Development,4.0,3.0,Medical,1.0,1916.0,1.0,Female,62.0,4.0,1.0,Laboratory Technician,3.0,Divorced,3978.0,Upto 5k,16031.0,8.0,Y,No,12.0,3.0,2.0,80.0,1.0,4.0,0,2.0,2.0,2,2.0,2.0
RM1383,31,26-35,No,Non-Travel,976.0,Research & Development,3.0,2.0,Medical,1.0,1948.0,3.0,Male,48.0,3.0,1.0,Research Scientist,1.0,Divorced,3065.0,Upto 5k,3995.0,1.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,4.0,3,4.0,4.0,2,2.0,3.0
RM1390,31,26-35,No,Travel_Frequently,1125.0,Research & Development,1.0,3.0,Life Sciences,1.0,1956.0,4.0,Male,48.0,1.0,2.0,Research Scientist,1.0,Married,5003.0,5k-10k,5771.0,1.0,Y,No,21.0,4.0,2.0,80.0,0.0,10.0,6,3.0,10.0,8,8.0,7.0
RM1396,31,26-35,Yes,Travel_Frequently,754.0,Sales,26.0,4.0,Marketing,1.0,1967.0,1.0,Male,63.0,3.0,2.0,Sales Executive,4.0,Married,5617.0,5k-10k,21075.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,10.0,4,3.0,10.0,7,0.0,8.0
RM1403,31,26-35,No,Travel_Rarely,1276.0,Research & Development,2.0,1.0,Medical,1.0,1974.0,4.0,Female,59.0,1.0,1.0,Laboratory Technician,4.0,Divorced,1129.0,Upto 5k,17536.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,3.0,1.0,4,3.0,1.0,0,0.0,0.0
